,Date,European Union,California,Québec,Ontario,New Zealand,Kazakhstan,South Korea,Switzerland,RGGI,Nova Scotia,United Kingdom,China,Shenzhen,Shanghai,Beijing,Guangdong,Tianjin,Hubei,Chongqing,Fujian
1273,2008-06-25 00:00:00+00:00,42.11687924,,,,,,,,,,,,,,,,,,,
1274,2008-06-26 00:00:00+00:00,42.42793448,,,,,,,,,,,,,,,,,,,
1275,2008-06-27 00:00:00+00:00,43.08115048,,,,,,,,,,,,,,,,,,,
1276,2008-06-28 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1277,2008-06-29 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1278,2008-06-30 00:00:00+00:00,43.93655238,,,,,,,,,,,,,,,,,,,
1279,2008-01-07 00:00:00+00:00,45.337875,,,,,,,,,,,,,,,,,,,
1280,2008-02-07 00:00:00+00:00,42.89357217,,,,,,,,,,,,,,,,,,,
1281,2008-03-07 00:00:00+00:00,42.86203278,,,,,,,,,,,,,,,,,,,
1282,2008-04-07 00:00:00+00:00,42.73587522,,,,,,,,,,,,,,,,,,,
1283,2008-05-07 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1284,2008-06-07 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1285,2008-07-07 00:00:00+00:00,42.65702674,,,,,,,,,,,,,,,,,,,
1286,2008-08-07 00:00:00+00:00,40.21272391,,,,,,,,,,,,,,,,,,,
1287,2008-09-07 00:00:00+00:00,40.48080874,,,,,,,,,,,,,,,,,,,
1288,2008-10-07 00:00:00+00:00,41.55314804,,,,,,,,,,,,,,,,,,,
1289,2008-11-07 00:00:00+00:00,42.57817826,,,,,,,,,,,,,,,,,,,
1290,2008-12-07 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1291,2008-07-13 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1292,2008-07-14 00:00:00+00:00,42.29432374,,,,,,,,,,,,,,,,,,,
1293,2008-07-15 00:00:00+00:00,41.75815409,,,,,,,,,,,,,,,,,,,
1294,2008-07-16 00:00:00+00:00,38.99845735,,,,,,,,,,,,,,,,,,,
1295,2008-07-17 00:00:00+00:00,39.89733,,,,,,,,,,,,,,,,,,,
1296,2008-07-18 00:00:00+00:00,38.00496652,,,,,,,,,,,,,,,,,,,
1297,2008-07-19 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1298,2008-07-20 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1299,2008-07-21 00:00:00+00:00,38.28882104,,,,,,,,,,,,,,,,,,,
1300,2008-07-22 00:00:00+00:00,38.33613013,,,,,,,,,,,,,,,,,,,
1301,2008-07-23 00:00:00+00:00,38.36766952,,,,,,,,,,,,,,,,,,,
1302,2008-07-24 00:00:00+00:00,39.04576643,,,,,,,,,,,,,,,,,,,
1303,2008-07-25 00:00:00+00:00,38.73037252,,,,,,,,,,,,,,,,,,,
1304,2008-07-26 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1305,2008-07-27 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1306,2008-07-28 00:00:00+00:00,38.11535439,,,,,,,,,,,,,,,,,,,
1307,2008-07-29 00:00:00+00:00,36.633003,,,,,,,,,,,,,,,,,,,
1308,2008-07-30 00:00:00+00:00,34.85102739,,,,,,,,,,,,,,,,,,,
1309,2008-07-31 00:00:00+00:00,34.1098517,,,,,,,,,,,,,,,,,,,
1310,2008-01-08 00:00:00+00:00,31.4483,,,,,,,,,,,,,,,,,,,
1311,2008-02-08 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1312,2008-03-08 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1313,2008-04-08 00:00:00+00:00,31.38839848,,,,,,,,,,,,,,,,,,,
1314,2008-05-08 00:00:00+00:00,31.89756143,,,,,,,,,,,,,,,,,,,
1315,2008-06-08 00:00:00+00:00,33.0955919,,,,,,,,,,,,,,,,,,,
1316,2008-07-08 00:00:00+00:00,33.79943481,,,,,,,,,,,,,,,,,,,
1317,2008-08-08 00:00:00+00:00,33.32022262,,,,,,,,,,,,,,,,,,,
1318,2008-09-08 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1319,2008-10-08 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1320,2008-11-08 00:00:00+00:00,33.4100749,,,,,,,,,,,,,,,,,,,
1321,2008-12-08 00:00:00+00:00,34.63805614,,,,,,,,,,,,,,,,,,,
1322,2008-08-13 00:00:00+00:00,35.23707138,,,,,,,,,,,,,,,,,,,
1323,2008-08-14 00:00:00+00:00,34.60810538,,,,,,,,,,,,,,,,,,,
1324,2008-08-15 00:00:00+00:00,34.06899167,,,,,,,,,,,,,,,,,,,
1325,2008-08-16 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1326,2008-08-17 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1327,2008-08-18 00:00:00+00:00,34.87766224,,,,,,,,,,,,,,,,,,,
1328,2008-08-19 00:00:00+00:00,34.9824899,,,,,,,,,,,,,,,,,,,
1329,2008-08-20 00:00:00+00:00,36.0906681,,,,,,,,,,,,,,,,,,,
1330,2008-08-21 00:00:00+00:00,36.480028,,,,,,,,,,,,,,,,,,,
1331,2008-08-22 00:00:00+00:00,36.34524957,,,,,,,,,,,,,,,,,,,
1332,2008-08-23 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1333,2008-08-24 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1334,2008-08-25 00:00:00+00:00,35.98584043,,,,,,,,,,,,,,,,,,,
1335,2008-08-26 00:00:00+00:00,36.58485567,,,,,,,,,,,,,,,,,,,
1336,2008-08-27 00:00:00+00:00,37.27372319,,,,,,,,,,,,,,,,,,,
1337,2008-08-28 00:00:00+00:00,37.21382167,,,,,,,,,,,,,,,,,,,
1338,2008-08-29 00:00:00+00:00,37.25874781,,,,,,,,,,,,,,,,,,,
1339,2008-08-30 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1340,2008-08-31 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1341,2008-01-09 00:00:00+00:00,35.4208175,,,,,,,,,,,,,,,,,,,
1342,2008-02-09 00:00:00+00:00,35.06158,,,,,,,,,,,,,,,,,,,
1343,2008-03-09 00:00:00+00:00,34.9322545,,,,,,,,,,,,,,,,,,,
1344,2008-04-09 00:00:00+00:00,35.1909055,,,,,,,,,,,,,,,,,,,
1345,2008-05-09 00:00:00+00:00,34.659234,,,,,,,,,,,,,,,,,,,
1346,2008-06-09 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1347,2008-07-09 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1348,2008-08-09 00:00:00+00:00,34.4724305,,,,,,,,,,,,,,,,,,,
1349,2008-09-09 00:00:00+00:00,32.6906125,,,,,,,,,,,,,,,,,,,
1350,2008-10-09 00:00:00+00:00,32.417592,,,,,,,,,,,,,,,,,,,
1351,2008-11-09 00:00:00+00:00,32.9780025,,,,,,,,,,,,,,,,,,,
1352,2008-12-09 00:00:00+00:00,33.91202,,,,,,,,,,,,,,,,,,,
1353,2008-09-13 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1354,2008-09-14 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1355,2008-09-15 00:00:00+00:00,32.76246,,,,,,,,,,,,,,,,,,,
1356,2008-09-16 00:00:00+00:00,32.388853,,,,,,,,,,,,,,,,,,,
1357,2008-09-17 00:00:00+00:00,33.2079145,,,,,,,,,,,,,,,,,,,
1358,2008-09-18 00:00:00+00:00,33.567152,,,,,,,,,,,,,,,,,,,
1359,2008-09-19 00:00:00+00:00,35.004102,,,,,,,,,,,,,,,,,,,
1360,2008-09-20 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1361,2008-09-21 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1362,2008-09-22 00:00:00+00:00,35.4495565,,,,,,,,,,,,,,,,,,,
1363,2008-09-23 00:00:00+00:00,35.7369465,,,,,,,,,,,,,,,,,,,
1364,2008-09-24 00:00:00+00:00,35.0184715,,,,,,,,,,,,,,,,,,,
1365,2008-09-25 00:00:00+00:00,35.1621665,,,,,,,,3.384095874,,,,,,,,,,,
1366,2008-09-26 00:00:00+00:00,34.889146,,,,,,,,,,,,,,,,,,,
1367,2008-09-27 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1368,2008-09-28 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1369,2008-09-29 00:00:00+00:00,33.0929585,,,,,,,,,,,,,,,,,,,
1370,2008-09-30 00:00:00+00:00,32.1158325,,,,,,,,,,,,,,,,,,,
1371,2008-01-10 00:00:00+00:00,30.77402087,,,,,,,,,,,,,,,,,,,
1372,2008-02-10 00:00:00+00:00,30.72073252,,,,,,,,,,,,,,,,,,,
1373,2008-03-10 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1374,2008-04-10 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1375,2008-05-10 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1376,2008-06-10 00:00:00+00:00,29.08211583,,,,,,,,,,,,,,,,,,,
1377,2008-07-10 00:00:00+00:00,29.34855757,,,,,,,,,,,,,,,,,,,
1378,2008-08-10 00:00:00+00:00,28.88228452,,,,,,,,,,,,,,,,,,,
1379,2008-09-10 00:00:00+00:00,29.94805148,,,,,,,,,,,,,,,,,,,
1380,2008-10-10 00:00:00+00:00,29.16204835,,,,,,,,,,,,,,,,,,,
1381,2008-11-10 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1382,2008-12-10 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1383,2008-10-13 00:00:00+00:00,30.2278153,,,,,,,,,,,,,,,,,,,
1384,2008-10-14 00:00:00+00:00,30.90724174,,,,,,,,,,,,,,,,,,,
1385,2008-10-15 00:00:00+00:00,30.37435826,,,,,,,,,,,,,,,,,,,
1386,2008-10-16 00:00:00+00:00,29.25530296,,,,,,,,,,,,,,,,,,,
1387,2008-10-17 00:00:00+00:00,28.68245322,,,,,,,,,,,,,,,,,,,
1388,2008-10-18 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1389,2008-10-19 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1390,2008-10-20 00:00:00+00:00,29.09543791,,,,,,,,,,,,,,,,,,,
1391,2008-10-21 00:00:00+00:00,28.44265565,,,,,,,,,,,,,,,,,,,
1392,2008-10-22 00:00:00+00:00,26.37773217,,,,,,,,,,,,,,,,,,,
1393,2008-10-23 00:00:00+00:00,26.64417391,,,,,,,,,,,,,,,,,,,
1394,2008-10-24 00:00:00+00:00,25.08548974,,,,,,,,,,,,,,,,,,,
1395,2008-10-25 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1396,2008-10-26 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1397,2008-10-27 00:00:00+00:00,23.67334852,,,,,,,,,,,,,,,,,,,
1398,2008-10-28 00:00:00+00:00,23.46019513,,,,,,,,,,,,,,,,,,,
1399,2008-10-29 00:00:00+00:00,24.21955409,,,,,,,,,,,,,,,,,,,
1400,2008-10-30 00:00:00+00:00,24.15294365,,,,,,,,,,,,,,,,,,,
1401,2008-10-31 00:00:00+00:00,23.54012765,,,,,,,,,,,,,,,,,,,
1402,2008-01-11 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1403,2008-02-11 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1404,2008-03-11 00:00:00+00:00,23.13431655,,,,,,,,,,,,,,,,,,,
1405,2008-04-11 00:00:00+00:00,23.7072633,,,,,,,,,,,,,,,,,,,
1406,2008-05-11 00:00:00+00:00,23.61813825,,,,,,,,,,,,,,,,,,,
1407,2008-06-11 00:00:00+00:00,23.172513,,,,,,,,,,,,,,,,,,,
1408,2008-07-11 00:00:00+00:00,23.8091205,,,,,,,,,,,,,,,,,,,
1409,2008-08-11 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1410,2008-09-11 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1411,2008-10-11 00:00:00+00:00,23.6563347,,,,,,,,,,,,,,,,,,,
1412,2008-11-11 00:00:00+00:00,22.82874495,,,,,,,,,,,,,,,,,,,
1413,2008-12-11 00:00:00+00:00,22.9942629,,,,,,,,,,,,,,,,,,,
1414,2008-11-13 00:00:00+00:00,22.87967355,,,,,,,,,,,,,,,,,,,
1415,2008-11-14 00:00:00+00:00,22.6886913,,,,,,,,,,,,,,,,,,,
1416,2008-11-15 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1417,2008-11-16 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1418,2008-11-17 00:00:00+00:00,21.68285145,,,,,,,,,,,,,,,,,,,
1419,2008-11-18 00:00:00+00:00,21.22449405,,,,,,,,,,,,,,,,,,,
1420,2008-11-19 00:00:00+00:00,20.9061903,,,,,,,,,,,,,,,,,,,
1421,2008-11-20 00:00:00+00:00,19.098225,,,,,,,,,,,,,,,,,,,
1422,2008-11-21 00:00:00+00:00,19.21281435,,,,,,,,,,,,,,,,,,,
1423,2008-11-22 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1424,2008-11-23 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1425,2008-11-24 00:00:00+00:00,19.7857611,,,,,,,,,,,,,,,,,,,
1426,2008-11-25 00:00:00+00:00,20.0404041,,,,,,,,,,,,,,,,,,,
1427,2008-11-26 00:00:00+00:00,19.82395755,,,,,,,,,,,,,,,,,,,
1428,2008-11-27 00:00:00+00:00,20.7279402,,,,,,,,,,,,,,,,,,,
1429,2008-11-28 00:00:00+00:00,19.92581475,,,,,,,,,,,,,,,,,,,
1430,2008-11-29 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1431,2008-11-30 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1432,2008-01-12 00:00:00+00:00,21.02145686,,,,,,,,,,,,,,,,,,,
1433,2008-02-12 00:00:00+00:00,20.71212,,,,,,,,,,,,,,,,,,,
1434,2008-03-12 00:00:00+00:00,20.48347971,,,,,,,,,,,,,,,,,,,
1435,2008-04-12 00:00:00+00:00,20.07999686,,,,,,,,,,,,,,,,,,,
1436,2008-05-12 00:00:00+00:00,18.56021143,,,,,,,,,,,,,,,,,,,
1437,2008-06-12 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1438,2008-07-12 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1439,2008-08-12 00:00:00+00:00,19.36717714,,,,,,,,,,,,,,,,,,,
1440,2008-09-12 00:00:00+00:00,19.16543571,,,,,,,,,,,,,,,,,,,
1441,2008-10-12 00:00:00+00:00,19.64961514,,,,,,,,,,,,,,,,,,,
1442,2008-11-12 00:00:00+00:00,19.90515429,,,,,,,,,,,,,,,,,,,
1443,2008-12-12 00:00:00+00:00,19.83790714,,,,,,,,,,,,,,,,,,,
1444,2008-12-13 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1445,2008-12-14 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1446,2008-12-15 00:00:00+00:00,20.77936714,,,,,,,,,,,,,,,,,,,
1447,2008-12-16 00:00:00+00:00,20.57762571,,,,,,,,,,,,,,,,,,,
1448,2008-12-17 00:00:00+00:00,20.57762571,,,,,,,,3.725812395,,,,,,,,,,,
1449,2008-12-18 00:00:00+00:00,20.34898543,,,,,,,,,,,,,,,,,,,
1450,2008-12-19 00:00:00+00:00,20.24139,,,,,,,,,,,,,,,,,,,
1451,2008-12-20 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1452,2008-12-21 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1453,2008-12-22 00:00:00+00:00,20.64487286,,,,,,,,,,,,,,,,,,,
1454,2008-12-23 00:00:00+00:00,20.44313143,,,,,,,,,,,,,,,,,,,
1455,2008-12-24 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1456,2008-12-25 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1457,2008-12-26 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1458,2008-12-27 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1459,2008-12-28 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1460,2008-12-29 00:00:00+00:00,21.25009714,,,,,,,,,,,,,,,,,,,
1461,2008-12-30 00:00:00+00:00,20.71212,,,,,,,,,,,,,,,,,,,
1462,2008-12-31 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1463,2009-01-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1464,2009-02-01 00:00:00+00:00,19.55351067,,,,,,,,,,,,,,,,,,,
1465,2009-03-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1466,2009-04-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1467,2009-05-01 00:00:00+00:00,19.699136,,,,,,,,,,,,,,,,,,,
1468,2009-06-01 00:00:00+00:00,19.99038667,,,,,,,,,,,,,,,,,,,
1469,2009-07-01 00:00:00+00:00,19.858,,,,,,,,,,,,,,,,,,,
1470,2009-08-01 00:00:00+00:00,19.26226,,,,,,,,,,,,,,,,,,,
1471,2009-09-01 00:00:00+00:00,19.858,,,,,,,,,,,,,,,,,,,
1472,2009-10-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1473,2009-11-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1474,2009-12-01 00:00:00+00:00,18.904816,,,,,,,,,,,,,,,,,,,
1475,2009-01-13 00:00:00+00:00,18.706236,,,,,,,,,,,,,,,,,,,
1476,2009-01-14 00:00:00+00:00,18.53413333,,,,,,,,,,,,,,,,,,,
1477,2009-01-15 00:00:00+00:00,16.919016,,,,,,,,,,,,,,,,,,,
1478,2009-01-16 00:00:00+00:00,16.31003733,,,,,,,,,,,,,,,,,,,
1479,2009-01-17 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1480,2009-01-18 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1481,2009-01-19 00:00:00+00:00,15.02588667,,,,,,,,,,,,,,,,,,,
1482,2009-01-20 00:00:00+00:00,14.62872667,,,,,,,,,,,,,,,,,,,
1483,2009-01-21 00:00:00+00:00,14.72139733,,,,,,,,,,,,,,,,,,,
1484,2009-01-22 00:00:00+00:00,15.131796,,,,,,,,,,,,,,,,,,,
1485,2009-01-23 00:00:00+00:00,14.933216,,,,,,,,,,,,,,,,,,,
1486,2009-01-24 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1487,2009-01-25 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1488,2009-01-26 00:00:00+00:00,15.42304667,,,,,,,,,,,,,,,,,,,
1489,2009-01-27 00:00:00+00:00,15.27742133,,,,,,,,,,,,,,,,,,,
1490,2009-01-28 00:00:00+00:00,15.15827333,,,,,,,,,,,,,,,,,,,
1491,2009-01-29 00:00:00+00:00,15.31713733,,,,,,,,,,,,,,,,,,,
1492,2009-01-30 00:00:00+00:00,15.211228,,,,,,,,,,,,,,,,,,,
1493,2009-01-31 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1494,2009-01-02 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1495,2009-02-02 00:00:00+00:00,14.2932946,,,,,,,,,,,,,,,,,,,
1496,2009-03-02 00:00:00+00:00,13.2321645,,,,,,,,,,,,,,,,,,,
1497,2009-04-02 00:00:00+00:00,12.9509011,,,,,,,,,,,,,,,,,,,
1498,2009-05-02 00:00:00+00:00,12.656853,,,,,,,,,,,,,,,,,,,
1499,2009-06-02 00:00:00+00:00,12.5929295,,,,,,,,,,,,,,,,,,,
1500,2009-07-02 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1501,2009-08-02 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1502,2009-09-02 00:00:00+00:00,12.529006,,,,,,,,,,,,,,,,,,,
1503,2009-10-02 00:00:00+00:00,11.6085076,,,,,,,,,,,,,,,,,,,
1504,2009-11-02 00:00:00+00:00,10.8030715,,,,,,,,,,,,,,,,,,,
1505,2009-12-02 00:00:00+00:00,10.2021906,,,,,,,,,,,,,,,,,,,
1506,2009-02-13 00:00:00+00:00,10.6752245,,,,,,,,,,,,,,,,,,,
1507,2009-02-14 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1508,2009-02-15 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1509,2009-02-16 00:00:00+00:00,10.4578846,,,,,,,,,,,,,,,,,,,
1510,2009-02-17 00:00:00+00:00,10.866995,,,,,,,,,,,,,,,,,,,
1511,2009-02-18 00:00:00+00:00,12.0048333,,,,,,,,,,,,,,,,,,,
1512,2009-02-19 00:00:00+00:00,13.296088,,,,,,,,,,,,,,,,,,,
1513,2009-02-20 00:00:00+00:00,12.4522978,,,,,,,,,,,,,,,,,,,
1514,2009-02-21 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1515,2009-02-22 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1516,2009-02-23 00:00:00+00:00,12.0687568,,,,,,,,,,,,,,,,,,,
1517,2009-02-24 00:00:00+00:00,11.6980005,,,,,,,,,,,,,,,,,,,
1518,2009-02-25 00:00:00+00:00,12.1582497,,,,,,,,,,,,,,,,,,,
1519,2009-02-26 00:00:00+00:00,13.2577339,,,,,,,,,,,,,,,,,,,
1520,2009-02-27 00:00:00+00:00,12.7207765,,,,,,,,,,,,,,,,,,,
1521,2009-02-28 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1522,2009-01-03 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1523,2009-02-03 00:00:00+00:00,12.85407091,,,,,,,,,,,,,,,,,,,
1524,2009-03-03 00:00:00+00:00,14.04160436,,,,,,,,,,,,,,,,,,,
1525,2009-04-03 00:00:00+00:00,14.87679273,,,,,,,,,,,,,,,,,,,
1526,2009-05-03 00:00:00+00:00,14.42004909,,,,,,,,,,,,,,,,,,,
1527,2009-06-03 00:00:00+00:00,13.89805636,,,,,,,,,,,,,,,,,,,
1528,2009-07-03 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1529,2009-08-03 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1530,2009-09-03 00:00:00+00:00,14.81154364,,,,10.58478492,,,,,,,,,,,,,,,
1531,2009-10-03 00:00:00+00:00,15.33353636,,,,10.58478492,,,,,,,,,,,,,,,
1532,2009-11-03 00:00:00+00:00,14.90289236,,,,10.58478492,,,,,,,,,,,,,,,
1533,2009-12-03 00:00:00+00:00,15.07254,,,,10.58478492,,,,,,,,,,,,,,,
1534,2009-03-13 00:00:00+00:00,15.52928364,,,,10.58478492,,,,,,,,,,,,,,,
1535,2009-03-14 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1536,2009-03-15 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1537,2009-03-16 00:00:00+00:00,15.85552909,,,,10.58478492,,,,,,,,,,,,,,,
1538,2009-03-17 00:00:00+00:00,16.33837236,,,,10.58478492,,,,,,,,,,,,,,,
1539,2009-03-18 00:00:00+00:00,15.72503091,,,,10.58478492,,,,3.869112872,,,,,,,,,,,
1540,2009-03-19 00:00:00+00:00,14.77239418,,,,10.58478492,,,,,,,,,,,,,,,
1541,2009-03-20 00:00:00+00:00,14.22430182,,,,10.58478492,,,,,,,,,,,,,,,
1542,2009-03-21 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1543,2009-03-22 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1544,2009-03-23 00:00:00+00:00,15.02034073,,,,10.58478492,,,,,,,,,,,,,,,
1545,2009-03-24 00:00:00+00:00,14.15905273,,,,10.58478492,,,,,,,,,,,,,,,
1546,2009-03-25 00:00:00+00:00,13.24556545,,,,10.58478492,,,,,,,,,,,,,,,
1547,2009-03-26 00:00:00+00:00,13.67620945,,,,10.58478492,,,,,,,,,,,,,,,
1548,2009-03-27 00:00:00+00:00,13.96330545,,,,10.58478492,,,,,,,,,,,,,,,
1549,2009-03-28 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1550,2009-03-29 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1551,2009-03-30 00:00:00+00:00,14.13295309,,,,10.58478492,,,,,,,,,,,,,,,
1552,2009-03-31 00:00:00+00:00,14.69409527,,,,10.58478492,,,,,,,,,,,,,,,
1553,2009-01-04 00:00:00+00:00,15.4854122,,,,11.418,,,,,,,,,,,,,,,
1554,2009-02-04 00:00:00+00:00,15.4986025,,,,11.418,,,,,,,,,,,,,,,
1555,2009-03-04 00:00:00+00:00,16.092166,,,,11.418,,,,,,,,,,,,,,,
1556,2009-04-04 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1557,2009-05-04 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1558,2009-06-04 00:00:00+00:00,16.4614944,,,,11.418,,,,,,,,,,,,,,,
1559,2009-07-04 00:00:00+00:00,15.9206921,,,,11.418,,,,,,,,,,,,,,,
1560,2009-08-04 00:00:00+00:00,16.2900205,,,,11.418,,,,,,,,,,,,,,,
1561,2009-09-04 00:00:00+00:00,17.1078191,,,,11.418,,,,,,,,,,,,,,,
1562,2009-10-04 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1563,2009-11-04 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1564,2009-12-04 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1565,2009-04-13 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1566,2009-04-14 00:00:00+00:00,18.1762334,,,,11.418,,,,,,,,,,,,,,,
1567,2009-04-15 00:00:00+00:00,17.675002,,,,11.418,,,,,,,,,,,,,,,
1568,2009-04-16 00:00:00+00:00,17.806905,,,,11.418,,,,,,,,,,,,,,,
1569,2009-04-17 00:00:00+00:00,17.8200953,,,,11.418,,,,,,,,,,,,,,,
1570,2009-04-18 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1571,2009-04-19 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1572,2009-04-20 00:00:00+00:00,16.883584,,,,11.418,,,,,,,,,,,,,,,
1573,2009-04-21 00:00:00+00:00,16.619778,,,,11.418,,,,,,,,,,,,,,,
1574,2009-04-22 00:00:00+00:00,17.4375766,,,,11.418,,,,,,,,,,,,,,,
1575,2009-04-23 00:00:00+00:00,17.3716251,,,,11.418,,,,,,,,,,,,,,,
1576,2009-04-24 00:00:00+00:00,17.543099,,,,11.418,,,,,,,,,,,,,,,
1577,2009-04-25 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1578,2009-04-26 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1579,2009-04-27 00:00:00+00:00,17.3452445,,,,11.418,,,,,,,,,,,,,,,
1580,2009-04-28 00:00:00+00:00,17.2924833,,,,11.418,,,,,,,,,,,,,,,
1581,2009-04-29 00:00:00+00:00,17.5694796,,,,11.418,,,,,,,,,,,,,,,
1582,2009-04-30 00:00:00+00:00,18.2685655,,,,11.418,,,,,,,,,,,,,,,
1583,2009-01-05 00:00:00+00:00,,,,,11.97061493,,,,,,,,,,,,,,,
1584,2009-02-05 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1585,2009-03-05 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1586,2009-04-05 00:00:00+00:00,19.656648,,,,11.97061493,,,,,,,,,,,,,,,
1587,2009-05-05 00:00:00+00:00,18.8103201,,,,11.97061493,,,,,,,,,,,,,,,
1588,2009-06-05 00:00:00+00:00,19.36998855,,,,11.97061493,,,,,,,,,,,,,,,
